Subject,Body
Adam Selipsky Tweeted: Our retired data center hardware has a second...,"Your Highlights
Amazon Web Services liked
Adam Selipsky - @aselipsky
Our retired data center hardware has a second life.
The @awscloud reverse logistics hubs use circular economy principles to test, repair, and reuse demanufactured server racks, all while maintaining the highest level of data security.
One of our reverse logistics operations… 
Read more at Twitter ----------
Amazon Web Services liked
AWS Events - @AWSEvents
Dive deep into the latest tech trends at #AWSSummit Toronto. ☁️ 💻 🤿
Explore #GenerativeAI, Serverless Compute, #MachineLearning & more at this free event.
Register now. 👉  
Read more at Twitter ----------
Amazon Web Services liked
Torey Krug - @ToreyKrug
Really cool to see how @AWSCloud and the ⁦@NHL⁩ work together to analyze the probability of our shots going in the net – through “Opportunity Analysis”. Find out more 👉  #AWS #MachineLearning #Sponsored ⁦⁦@NHLPA⁩ 
Read more at Twitter ----------
Amazon Web Services liked
Philipp Schmid - @_philschmid
Struggling to Access GPUs for Training Transformers Models? No Worries🚀Introducing our new guide on fine-tuning BERT using AWS Trainium💡This guide teaches you how to train BERT in under 10 min and for less than 20ct🤑
👉 
Say Hello to AWS Trainium! 🤗
Read more at Twitter ----------
Xbox liked
World of Tanks Console - @WoTConsole
Never Surrender!
Bravery. Determination. Resilience. These are the traits of a hero you’ll need for World of Tanks: Modern Armor's latest Season: War Heroes
All new tanks, commanders and rewards are yours to claim!
Check out the season in full:  
Read more at Twitter ----------
Xbox liked
Fathom Events - @fathomevents
JUST A FEW TICKETS LEFT! Last week, we gave #XBOXFANFEST fans first access to FREE one-day watch parties of Xbox Games Showcase & Starfield Direct in select US theaters on June 11. Use password “FATHOM” to get tickets OR join a waitlist at:  
Read more at Twitter ----------
See more on Twitter ----------"
Wipro is hiring: Test Engineer.,"Top job picks for you:
Test Engineer
Wipro
Pune
This company is actively hiring
View job:
Software Engineer
Deloitte
Pune
This company is actively hiring
View job:
Content Writer Intern
Kitchen Kart
India
Apply with resume & profile
View job:
PHP Developer Intern
RecruitNXT
India
Be the first applicant to apply
View job:
Java Developer
IBM
Mumbai
This company is actively hiring
View job:
Full stack developer intern
Blu Ocean Innovations pvt ltd
India
This company is actively hiring
Apply with resume & profile
View job:
See all jobs
See jobs where you’re a top applicant
You are receiving Jobs You Might Be Interested In emails."
Xbox Game Pass Tweeted: An Ode to Games Leaving Soon ft. Beautiful R...,"Your Highlights
Xbox liked
Xbox Game Pass - @XboxGamePass
An Ode to Games Leaving Soon ft. Beautiful Recorder Accompaniment 
Read more at Twitter ----------
Xbox liked
WD_BLACK - @wd_black
It's finally here – Introducing the WD_BLACK C50 Expansion Card for Xbox. Get it now at  
Read more at Twitter ----------
Amazon liked
Gossipgirl🇪🇹 - @tsege331
I can't wait till my Amazon package gets here I'm so excited yippie! 
Read more at Twitter ----------
Amazon liked
heavensen✟🤍 - @SheairaaLaquaan
i love ordering my groceries on amazon fresh lol i only be going to the market for my snacks and fresh fruits/vegetables
Read more at Twitter ----------
Google Cloud liked
KC Ayyagari ☯️ - @kc_ayyagari
📣 Excited to share my latest blog post on #GoogleCloud's official blog! Discover the power of Document AI, Cloud Functions, and BigQuery in revolutionizing document processing for organizations.  Check it out! ✨ 
Read more at Twitter ----------
Amazon liked
Gunner O’Reilly - @XXXtonacion
Love clean lines. Thanks @amazon 
Read more at Twitter ----------
See more on Twitter ----------"
Moonfrost Tweeted: We asked #AdobeFirefly  to expand some of our gor...,"Your Highlights
Adobe liked
Moonfrost - @MoonfrostGame
We asked #AdobeFirefly  to expand some of our gorgeous concept art using generative fill, no one could have predicted what it would come up with … 
Read more at Twitter ----------
Tesla liked
Sarah - @thesimple_sarah
The Model X is a taste of what the future holds. 
Read more at Twitter ----------
Arduino liked
Hanover College Engineering Program - @HanoverEngineer
A big thank you to @BronesHuber and @DukeEnergy Foundation for a grant which allowed us to buy materials for our summer engineering academy for high school students this week.  Soldering kits, solar cars, thermal imaging cameras, @arduino microcontrollers, and more! 
Read more at Twitter ----------
Arduino liked
teland - @telaand
can I put that the official Arduino Twitter account tweeted about me on my resume 
Read more at Twitter ----------
Arduino liked
Self-tought junior programmer - @kucermm
Meet The pink lobster. A racing, line tracking robot, placed 2nd in my school's contest. #Robot @arduino #Robots #Contest #bitbeam 
Read more at Twitter ----------
Adobe liked
TheOneironaut - @CanYouNAUT
Using Photoshop's new Generative Fill to make landscape wallpapers out of portrait-style vacation photos is so much fun. 
Read more at Twitter ----------
See more on Twitter ----------"
You have 8 notifications about Archana and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
1 new notification
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"Jez ✈ Tweeted: Apple invented features Android had for years, again!...","Your Highlights
Android liked
Jez ✈ - @JezCorden
Apple invented features Android had for years, again! Amazing!
Read more at Twitter ----------
Microsoft liked
Avrohom Gottheil - @avrohomg
A journey towards #Sustainability can be complex but not impossible!
@GKirby1 from @Microsoft reveals the power of #data in setting realistic sustainability goals 🌍
Watch the full #AskTheCEO interview
👇
@EvanKirstel @sallyeaves @AkwyZ @Khulood_Almani 
Read more at Twitter ----------
Amazon Web Services liked
Formula 1 - @F1
Quickest out of the blocks! ⏱️
Lance Stroll made a rapid start in Barcelona 👏
#SpanishGP @awscloud #F1Insights 
Read more at Twitter ----------
Amazon Web Services liked
Dominic Moore - @mooredom
As Adin Hill proved in Game 1, the game’s best can defy the odds!
Only fitting the newest analytic from NHL EDGE IQ powered by @awscloud launches today – Game 2 of the #StanleyCupFinal. Opportunity Analysis goes inside the anatomy of a scoring chance. 
Read more at Twitter ----------
Microsoft liked
Microsoft On the Issues - @MSFTIssues
“Working together on how we can better defend [against cyberthreats] is the right solution,” said @TomBurt45. More on how AI will benefit security defenders and how organizations and governments can collaborate to fight cybercrime. 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Laxmikant and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 38 notifications about Mahadev and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Google for Startups Tweeted: Happy #WorldEnvironmentDay from the inn...,"Your Highlights
Google Cloud liked
Google for Startups - @GoogleStartups
Happy #WorldEnvironmentDay from the innovative startups in our Accelerator: Climate Change cohorts 🌎 #AcceleratedWithGoogle 
Read more at Twitter ----------
Microsoft liked
HubSite 365 - All about Microsoft - @Hubsite365
🚀 Dive into the virtual meeting space with #MicrosoftTeams Avatars! 🎨 Avatars are a new feature in Microsoft Teams that allow users to craft an animated version of themselves for meetings.
▶︎  
Read more at Twitter ----------
Adobe liked
Rhys - @RhysLindmark
Photoshop's new generative fill is cool.
I added humans to this image inside the cell, and it added shadows to the protein bridge! 
Read more at Twitter ----------
MongoDB liked
GD - @GajananDusane
Shoutout to @MongoDB, the power-packed database that brings scalability, flexibility, and lightning-fast performance to my projects! 💪🔥 Its document-oriented approach and seamless scaling capabilities make development a breeze. Highly recommended #MongoDB #DatabasePowerhouse
Read more at Twitter ----------
Adobe liked
Wiebe Wakker - @WiebeWkkr
Been having a lot of fun with @Adobe #Firefly lately. It’s a new AI tool where you can alter images just by giving it prompts.
Let me show you the journey of how a simple image morphed into the breathtaking visual you see now. 
Read more at Twitter ----------
Microsoft liked
Alan Johnson - @AlanJohnson
Anyway, I discovered Microsoft Teams avatars and this is how I show up to meetings now. 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Poonam and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Adobe Lightroom Tweeted: 💥Sneak Peek💥 Sharing your editing process...,"Your Highlights
Adobe liked
Adobe Lightroom - @Lightroom
💥Sneak Peek💥 Sharing your editing process just got easier with Create Edit Replay!
Coming soon to Lightroom for Mobile, Julia Alvarez shows a preview of one of the exciting new features, available starting on June 12th. 
Read more at Twitter ----------
Tesla liked
Tesla Tap Tap Tap in - @TeslaTap
Took my Tesla on the Balboa ferry! 
Read more at Twitter ----------
Adobe liked
Dhaval Parmar - @DhavalP29193666
Finally tried the adobe firefly generative tool. I started with a natural scene and added animals, a boat with humans, a waterfall and so to make it more full of life. I am super impressed with the tool.
#adobe
#firefly
#generativeart 
Read more at Twitter ----------
Tesla liked
Hassan Ahmed - @hassanahmed120
Charging my Tesla for the first time. Super easy. Sitting in the car while I wait and playing with all the settings. There’s lots to explore! 
Read more at Twitter ----------
Adobe liked
Scotland by Camera 🏴󠁧󠁢󠁳󠁣󠁴󠁿📷 - @scotland_camera
Just a few examples demonstrating the mind boggling yet easy to use power of @creativecloud @Photoshop (beta) Generative Fill #AdobeFirefly
Photos taken at North Queensferry, Scotland today. 
Read more at Twitter ----------
Tesla liked
Shawn Ξ - @YoumotherFUDer
I love my Tesla $TSLA 
Read more at Twitter ----------
See more on Twitter ----------"
"YouTube TV Tweeted: Never miss an epic dunk, a clean alley-oop, a la...","Your Highlights
YouTube liked
YouTube TV - @YouTubeTV
Never miss an epic dunk, a clean alley-oop, a last-second three-pointer or a fadeaway, because Key Plays has you covered. 
Read more at Twitter ----------
Tesla liked
Zack - @BLKMDL3
Free public charging is a perk of an EV that isn’t talked about enough. 
Read more at Twitter ----------
Tesla liked
Gali - @Gfilche
we found an OG @tesla roadster in the wild ⚡️@Jfilche 
Read more at Twitter ----------
Amazon Web Services liked
Pubudu Jayawardana - @pubudusj
Had a great time attending and talking at #AWS #Summit #Amsterdam last week. Had the pleasure to meet many AWS enthusiasts from the community and to have great conversations.
Thanks all the organizers from @awscloud and @awsugnl for the great event.
@awssummits @AWSEvents 
Read more at Twitter ----------
See more on Twitter ----------"
Appinventiv is hiring: Software Intern.,"Top job picks for you:
Software Intern
Appinventiv
India
This company is actively hiring
Apply with resume & profile
View job:
Data Science Intern
TwiLearn
India
Be one of the first 9 applicants
Apply with resume & profile
View job:
Data Science Intern
TwiLearn Edutech
India
Apply with resume & profile
View job:
DevOps Engineer
IBM
Pune
This company is actively hiring
View job:
Software Engineer - Test (Pune)
PhonePe
Pune
This company is actively hiring
View job:
Program Manager - (Internship)
Engineer's Cradle
Pune
This company is actively hiring
Apply with resume & profile
View job:
See all jobs
See jobs where you’re a top applicant
You are receiving Jobs You Might Be Interested In emails."
