Subject,Body
Add Koturwar Anupkumar Sheshrao,"Do you know Koturwar Anupkumar Sheshrao? 19 mutual connections Yes, connect: More people you may know Bhavitavya Isukapati Attended Mgm College Of Engineering & Technology 20 mutual connections Bhagwat B. Attended Mahatma Gandhi Mission's College of Engineering, Nanded 21 mutual connections Harsh Joshi Student at MGM's COE Nanded 19 mutual connections Manoorkar Sakshi Madhukar Attended Dr. Babasaheb Ambedkar Technological University 30 mutual connections Swarali Makone Attended Mahatma Gandhi Mission's College of Engineering, Nanded 33 mutual connections See more people you might know: You are receiving People You May Know notification emails."
You have 51 notifications about Khoobsurat and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 44 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
UMER KHAN commented on Tushar Gatthewars post,"UMER KHAN commented on Tushar Gatthewars post Keep it up Hello connection ... ""Thrilled to share that I've... 25 Reactions 1 Comment ....................................."
"Ambarish, you're on a roll on LinkedIn!","Now, take these next steps for more success Grow your network for career support Because you viewed Mercedes-Benz Maybach Fans post Bhavitavya Isukapati Attended Mgm College Of Engineering & Technology 20 mutual connections Koturwar Anupkumar Sheshrao MGM college of engineering and technology 19 mutual connections Follow people who can inspire you at work Because you viewed Mercedes-Benz Maybach Fans post Archy Gupta 202,748 followers Shradha Khapra Co-founder, Apna College Ex-Microsoft Tedx Speaker Google SPS20 323,374 followers ....................................."
You have 52 notifications about Ambarish and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 45 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Parmeshwar Jetewad is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Praggnanandhaa Tweeted: I would like to thank my sponsors Ramco ceme...,"Your Highlights Praggnanandhaa - rpragchess Read more at Twitter ---------- NASA - NASA Welcome Crew7, to the International SpaceStation. Commander AstroJaws and her crewmates are beginning a mission of about six months living and working on our orbiting lab. Read more at Twitter ---------- Narendra Modi - narendramodi Incredible teamwork at the World Athletics Championships! Anas, Amoj, Rajesh Ramesh and Muhammed Ajmal sprinted into the finals, setting a new Asian Record in the M 4X400m Relay. This will be remembered as a triumphant comeback, truly historical for Indian athletics. Read more at Twitter ---------- tanniesdolls () - tanniesdolls Songs on hot100: JIMIN - 5 songs Jisoo - 0 Weeks on hot100: JIMIN - 10 weeks Jisoo - 0 The real humiliation is hagsoo having no hot100 hits in 8 years of her career Read more at Twitter ---------- Google Cloud - googlecloud San Francisco, get ready! GoogleCloudNext is almost here Not attending in person? No worries! You can grab a digital pass at no cost Read more at Twitter ---------- Ritu - RituRathaur SHOCKING: Haryana BJP CM Mr Khattar has denied Hindu devotees permission to carry out jal abhishek yatra to Nalhad Mandir in Nuh, Mewat citing law and order Have imposed 144 and suspended all Internet. This does not make sense at all, under article 25 hindus too have the right Read more at Twitter ---------- See more on Twitter ----------"
You have 8 new Page suggestions including BRITA India.,"Hi Manjusha, Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 52 notifications about Poonam and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 45 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
NVIDIA shared a post: We're back in,"NVIDIA shared a post: We're back in person at the San Jose Convention Center, and online for GTC24. Save the date for GTCthe future-shaping global experience that brings together thousands of innovators, researchers, creators, thought leaders, and decision-makers. It's all happening March 18-21, 2024. See post: Coding Ninjas shared a post: 21DayChallenge: Ninja Slayground (Coding Ninja) Level 2 of the Coding Ninja Slayground Conquered! I'm humbled to showcase the certificate I've earned for completing 7 days of the challenge. The celebration doesn't stop there! As an additional reward, I've received the Ultimate Resume Toolkit and 20% off on any Slay product. Coding Ninjas SLAY Coffee CodingNinjas NinjaSlayground 21daychallenge See post: Intel Corporation shared a post: ""You cant understand the world today without putting semiconductors at the center."" Recently, Pat Gelsinger and ""Chip War"" author, Chris Miller sat down at Intel Vision 2023 to talk through the ubiquity of semiconductors and how they shape the balance of power today. Join as they explore some insights in this full interview, See post: AMD shared a post: Today, AMD released our 2022-23 Corporate Responsibility Report, detailing progress toward goals spanning digital impact; environmental sustainability; supply chain responsibility; and diversity, belonging and inclusion. This is our first report to incorporate environmental and social data from recent acquisitions. corporateresponsibility sustainability supplychain DBI environment community AMD TogetherWeAdvance See post: See post: Demand for AI talent from non-tech sectors like healthcare, retail, telecom, and Indian conglomerates is almost 50% higher than last year, according to Michael Page. Companies, including tech firms, are hiring external AI specialists and skilling their workforce on AI. The AI roles in demand? Machine learning engineers, AI security specialists, AI infrastructure managers, AI writers, drone experts, and AI project managers, adds the report. L&T is utilising AI, machine learning, drone, analytics and robotics for pre-cast automation, welding, geospatial mapping, and digital manufacturing. The firm is looking for engineers in the core EPC and construction domains and those with exposure to new technologies, and is hiring for niche roles like AI architects, data scientists, AI infrastructure managers, and AI security specialists, said C Jayakumar, Executive Vice President and Head-Corporate HR. Mondelez India is working on building AI capabilities and workforce, and digital marketing and data science roles are in focus at the company. The company is keen to test and learn AI whether it's for sales or campaigns, said Nagina Singh, People Lead. How will this trend evolve? According to Randstad data, hiring intent for AI-centric roles in non-tech firms has increased 25-30% this year over last. The company expects this trend to pick up as more firms adopt automation and digitisation, said Yeshab Giri, Chief Commercial Officer, Staffing and Randstad Technologies. Indian enterprises increased their AI adoption, with industrial products and manufacturing witnessing the highest adoption rates post-pandemic, reports The Economic Times, citing a PwC survey. While sectors like technology, media, telecom, and healthcare and pharmaceutical have seen progress in AI adoption, the retail and consumer market saw a decline due to a gap in identifying potential use cases, according to the report. Source: The Economic Times: : Isha Chitnis : Getty Images ArtificialIntelligence MachineLearning HiringIndia TechandInnovation See post: Qualcomm shared a post: Looking to enhance your knowledge of 5G Release 16? We offer two unique Release 16 courses, taught by industry-leading engineers from Qualcomm. Begin with our Release 16 Technical Training Course, then gain a firm understanding of the key enhancements and new verticals introduced by Release 16s air interface: See post: adidas shared a post: Who's ready for pop-quiz Friday? It's time to test your ///-trivia knowledge! Up first, the iconic Samba, a style staple, but which sport was the shoe originally designed for? theadidasarchive See post: Rajeshwari Nalbalwar shared a post Comment:"
You have 54 notifications about Priti and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 47 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
People who follow Mohammad F. also follow these creators,"Ambarish, people who follow Mohammad F. also follow these creators. Follow to see interesting content in your feed. SDE Microsoft 300k Subs on YT Teacher NSIT 317,021 followers Follow 198,280 followers Follow 462,353 followers Follow 193,222 followers Follow Co-founder, Apna College Ex-Microsoft Tedx Speaker Google SPS20 316,428 followers Follow ....................................."
